time,site_id,date_begin,date_end,agg_level,cluster_key,round,epoch,loss
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,18,0.27196428179740906
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,19,0.25810083746910095
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,20,0.2448846399784088
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,21,0.2322881668806076
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,22,0.2202824056148529
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,23,0.20884332060813904
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,24,0.19794492423534393
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,25,0.187569260597229
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,26,0.17767904698848724
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,27,0.1682666540145874
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,28,0.15930375456809998
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,29,0.15077854692935944
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,30,0.14266876876354218
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,31,0.1349555253982544
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,32,0.12761610746383667
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,33,0.12064683437347412
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,34,0.1140187531709671
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,35,0.10772684961557388
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,36,0.10174567252397537
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,37,0.09607149660587311
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,38,0.09068702906370163
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,39,0.08557721227407455
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,40,0.08073124289512634
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,41,0.07613702863454819
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,42,0.07178202271461487
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,43,0.06765687465667725
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,44,0.06374937295913696
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,45,0.06005093455314636
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,46,0.056551601737737656
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,47,0.05324019864201546
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,48,0.05010899528861046
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,49,0.047148849815130234
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,50,0.04435421898961067
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,51,0.04171236604452133
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,52,0.03922061249613762
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,53,0.03686516731977463
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,54,0.03464474901556969
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,55,0.03255194425582886
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,56,0.030579209327697754
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,57,0.028721267357468605
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,58,0.02696966752409935
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,59,0.025317398831248283
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,60,0.02376590296626091
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,61,0.022306423634290695
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,62,0.02093617245554924
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,63,0.019644981250166893
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,64,0.018433861434459686
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,65,0.017296036705374718
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,66,0.016228724271059036
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,67,0.01522668544203043
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,68,0.014288469217717648
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,69,0.013407208025455475
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,70,0.01258273608982563
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,71,0.011810757219791412
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,72,0.011091417632997036
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,73,0.010410482995212078
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,74,0.009779078885912895
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,75,0.009188617579638958
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,76,0.008634401485323906
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,77,0.008118432015180588
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,78,0.0076373061165213585
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,79,0.007186349481344223
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,80,0.006768746767193079
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,81,0.00637644249945879
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,82,0.006012631580233574
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,83,0.005673044826835394
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,84,0.005361528601497412
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,85,0.005064681638032198
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,86,0.0047920383512973785
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,87,0.004534315317869186
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,88,0.004299218766391277
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,89,0.004077570512890816
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,90,0.0038759673479944468
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,91,0.0036845849826931953
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,92,0.0035097685176879168
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,93,0.0033473928924649954
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,94,0.0032007277477532625
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,95,0.0030586307402700186
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,96,0.0029298521112650633
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,97,0.0028088067192584276
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,98,0.002695878269150853
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,99,0.0025920113548636436
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,100,0.002496258122846484
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,101,0.002409765962511301
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,102,0.0023266084026545286
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,103,0.002253105165436864
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,104,0.0021833882201462984
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,105,0.002117938594892621
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,106,0.002058094833046198
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,107,0.002004146110266447
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,108,0.0019533680751919746
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,109,0.001908336766064167
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,110,0.0018655989551916718
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,111,0.0018217029282823205
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,112,0.0017866595881059766
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,113,0.0017534936778247356
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,114,0.0017216731794178486
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,115,0.0016915964661166072
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,116,0.001663604867644608
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,117,0.0016457358142361045
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,118,0.0016159596852958202
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,119,0.001597801223397255
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,120,0.0015741888200864196
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,121,0.0015549826202914119
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,122,0.0015380954137071967
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,123,0.0015228764386847615
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,124,0.0015074366237968206
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,125,0.001492278533987701
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,126,0.0014824741519987583
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,127,0.001468297210521996
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,128,0.0014607984339818358
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,129,0.001447503105737269
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,130,0.001438870676793158
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,131,0.0014279402093961835
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,132,0.0014196329284459352
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,133,0.0014109255280345678
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,134,0.0014024083502590656
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,135,0.0013957212213426828
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,136,0.001390052610076964
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,137,0.001384805771522224
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,138,0.0013789193471893668
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,139,0.0013700849376618862
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,140,0.001364975469186902
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,141,0.001361705013550818
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,142,0.0013586950954049826
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,143,0.0013515845639631152
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,144,0.0013429324608296156
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,145,0.0013384007615968585
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,146,0.0013325033942237496
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,147,0.0013288490008562803
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,148,0.0013230410404503345
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,149,0.0013209277531132102
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,150,0.0013139976654201746
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,151,0.0013104856479912996
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,152,0.0013077827170491219
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,153,0.0013004940701648593
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,154,0.0013003178173676133
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,155,0.0012941975146532059
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,156,0.0013033379800617695
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,157,0.0012944251066073775
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,158,0.0012917343992739916
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,159,0.0012877298286184669
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,160,0.0012789559550583363
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,161,0.0012718819780275226
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,162,0.0012708110734820366
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,163,0.0012642631772905588
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,164,0.0012593385763466358
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,165,0.0012586171505972743
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,166,0.0012563689379021525
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,167,0.0012495398987084627
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,168,0.0012444432359188795
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,169,0.001242179423570633
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,170,0.001239192788489163
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,171,0.001235666684806347
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,172,0.0012315120548009872
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,173,0.0012272375170141459
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,174,0.0012250501895323396
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,175,0.0012209246633574367
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,176,0.0012170213740319014
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,177,0.0012151284608989954
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,178,0.001211581053212285
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,179,0.001209549023769796
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,180,0.0012086955830454826
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,181,0.001203811727464199
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,182,0.0011976683745160699
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,183,0.001194822951219976
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,184,0.0011923741549253464
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,185,0.0011895517818629742
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,186,0.001184299006126821
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,187,0.0011797976912930608
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,188,0.0011779150227084756
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,189,0.0011753231519833207
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,190,0.0011708495439961553
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,191,0.0011692260159179568
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,192,0.001164130517281592
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,193,0.0011596266413107514
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,194,0.0011566734174266458
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,195,0.0011537824757397175
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,196,0.0011498975800350308
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,197,0.0011491948971524835
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,198,0.0011452405015006661
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,199,0.0011427210411056876
2023-02-26,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-02-26,2023-03-04,site,,1,200,0.0011493839556351304
2023-04-02,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-04-02,2023-04-08,site,,2,1,0.005816595628857613
2023-04-02,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-04-02,2023-04-08,site,,2,2,0.005179362837225199
2023-04-02,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-04-02,2023-04-08,site,,2,3,0.004709085449576378
2023-04-02,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-04-02,2023-04-08,site,,2,4,0.004415546078234911
2023-04-02,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-04-02,2023-04-08,site,,2,5,0.004257251042872667
2023-04-02,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-04-02,2023-04-08,site,,2,6,0.004143089521676302
2023-04-02,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-04-02,2023-04-08,site,,2,7,0.004101386293768883
2023-04-02,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-04-02,2023-04-08,site,,2,8,0.004063480533659458
2023-04-02,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-04-02,2023-04-08,site,,2,9,0.00403607776388526
2023-04-02,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-04-02,2023-04-08,site,,2,10,0.004010416101664305
2023-04-02,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-04-02,2023-04-08,site,,2,11,0.0039664097130298615
2023-04-02,d34f66ce-a330-44f1-a8a6-b04e030ffff1,2023-04-02,2023-04-08,site,,2,12,0.003948533441871405
